date,region,disease,cases,vaccinations
2024-04-05,South,COVID,37.0,96
2024-04-05,East,Flu,50.0,63
2024-04-05,East,Malaria,69.0,108
2024-04-05,East,COVID,35.0,97
2024-04-05,West,Flu,35.0,62
2024-04-05,West,Malaria,64.0,44
2024-04-05,West,COVID,23.0,97
2024-04-05,Central,Flu,36.0,82
2024-04-05,Central,Malaria,64.0,46
2024-04-05,Central,COVID,35.0,115
2024-04-06,North,Flu,33.0,86
2024-04-06,North,Malaria,81.0,64
2024-04-06,North,COVID,25.0,101
2024-04-06,South,Flu,46.0,64
2024-04-06,South,Malaria,59.0,96
2024-04-06,South,COVID,26.0,94
2024-04-06,East,Flu,47.0,45
2024-04-06,East,Malaria,70.0,63
2024-04-06,East,COVID,30.0,62
2024-04-06,West,Flu,46.0,74
2024-04-06,West,Malaria,55.0,52
2024-04-06,West,COVID,37.0,45
2024-04-06,Central,Flu,49.0,59
2024-04-06,Central,Malaria,61.0,106
2024-04-06,Central,COVID,31.0,47
2024-04-07,North,Flu,43.0,65
2024-04-07,North,Malaria,62.0,104
2024-04-07,North,COVID,28.0,62
2024-04-07,South,Flu,44.0,96
2024-04-07,South,Malaria,62.0,116
2024-04-07,South,COVID,33.0,110
2024-04-07,East,Flu,41.0,66
2024-04-07,East,Malaria,67.0,25
2024-04-07,East,COVID,27.0,76
2024-04-07,West,Flu,46.0,64
2024-04-07,West,Malaria,60.0,111
2024-04-07,West,COVID,32.0,44
2024-04-07,Central,Flu,36.0,94
2024-04-07,Central,Malaria,55.0,64
2024-04-07,Central,COVID,27.0,22
2024-04-08,North,Flu,33.0,43
2024-04-08,North,Malaria,57.0,54
2024-04-08,North,COVID,38.0,64
2024-04-08,South,Flu,40.0,117
2024-04-08,South,Malaria,71.0,38
2024-04-08,South,COVID,35.0,73
2024-04-08,East,Flu,50.0,38
2024-04-08,East,Malaria,51.0,74
2024-04-08,East,COVID,28.0,64
2024-04-08,West,Flu,42.0,115
2024-04-08,West,Malaria,69.0,50
2024-04-08,West,COVID,24.0,37
2024-04-08,Central,Flu,36.0,92
2024-04-08,Central,Malaria,62.0,59
2024-04-08,Central,COVID,33.0,23
2024-04-09,North,Flu,35.0,71
2024-04-09,North,Malaria,65.0,98
2024-04-09,North,COVID,33.0,32
2024-04-09,South,Flu,34.0,86
2024-04-09,South,Malaria,42.0,28
2024-04-09,South,COVID,23.0,61
2024-04-09,East,Flu,48.0,31
2024-04-09,East,Malaria,57.0,92
2024-04-09,East,COVID,34.0,75
2024-04-09,West,Flu,52.0,83
2024-04-09,West,Malaria,63.0,97
2024-04-09,West,COVID,28.0,114
2024-04-09,Central,Flu,38.0,21
2024-04-09,Central,Malaria,63.0,86
2024-04-09,Central,COVID,27.0,103
2024-04-10,North,Flu,45.0,78
2024-04-10,North,Malaria,73.0,87
2024-04-10,North,COVID,35.0,54
2024-04-10,South,Flu,47.0,119
2024-04-10,South,Malaria,57.0,108
2024-04-10,South,COVID,38.0,70
2024-04-10,East,Flu,35.0,102
2024-04-10,East,Malaria,70.0,96
2024-04-10,East,COVID,37.0,55
2024-04-10,West,Flu,32.0,106
2024-04-10,West,Malaria,69.0,74
2024-04-10,West,COVID,30.0,45
2024-04-10,Central,Flu,35.0,47
2024-04-10,Central,Malaria,56.0,113
2024-04-10,Central,COVID,41.0,115
2024-04-11,North,Flu,29.0,54
2024-04-11,North,Malaria,70.0,26
2024-04-11,North,COVID,34.0,90
2024-04-11,South,Flu,38.0,94
2024-04-11,South,Malaria,64.0,82
2024-04-11,South,COVID,34.0,100
2024-04-11,East,Flu,39.0,115
2024-04-11,East,Malaria,58.0,80
2024-04-11,East,COVID,28.0,43
2024-04-11,West,Flu,32.0,97
2024-04-11,West,Malaria,56.0,46
2024-04-11,West,COVID,33.0,27
2024-04-11,Central,Flu,44.0,96
2024-04-11,Central,Malaria,55.0,115
2024-04-11,Central,COVID,39.0,53
2024-04-12,North,Flu,37.0,112
2024-04-12,North,Malaria,60.0,112
2024-04-12,North,COVID,14.0,44
2024-04-12,South,Flu,35.0,97
2024-04-12,South,Malaria,70.0,103
2024-04-12,South,COVID,29.0,54
2024-04-12,East,Flu,49.0,62
2024-04-12,East,Malaria,59.0,21
2024-04-12,East,COVID,40.0,113
2024-04-12,West,Flu,39.0,35
2024-04-12,West,Malaria,57.0,92
2024-04-12,West,COVID,29.0,28
2024-04-12,Central,Flu,41.0,105
2024-04-12,Central,Malaria,66.0,57
2024-04-12,Central,COVID,34.0,20
2024-04-13,North,Flu,31.0,101
2024-04-13,North,Malaria,46.0,52
2024-04-13,North,COVID,34.0,119
2024-04-13,South,Flu,51.0,53
2024-04-13,South,Malaria,43.0,75
2024-04-13,South,COVID,32.0,73
2024-04-13,East,Flu,37.0,58
2024-04-13,East,Malaria,67.0,49
2024-04-13,East,COVID,35.0,86
2024-04-13,West,Flu,46.0,26
2024-04-13,West,Malaria,66.0,84
2024-04-13,West,COVID,38.0,48
2024-04-13,Central,Flu,44.0,66
2024-04-13,Central,Malaria,58.0,70
2024-04-13,Central,COVID,42.0,66
2024-04-14,North,Flu,33.0,76
2024-04-14,North,Malaria,55.0,49
2024-04-14,North,COVID,35.0,61
2024-04-14,South,Flu,31.0,37
2024-04-14,South,Malaria,55.0,33
2024-04-14,South,COVID,33.0,75
2024-04-14,East,Flu,31.0,38
2024-04-14,East,Malaria,56.0,20
2024-04-14,East,COVID,36.0,56
2024-04-14,West,Flu,33.0,40
2024-04-14,West,Malaria,70.0,80
2024-04-14,West,COVID,30.0,111
2024-04-14,Central,Flu,50.0,42
2024-04-14,Central,Malaria,60.0,87
2024-04-14,Central,COVID,34.0,115
2024-04-15,North,Flu,44.0,100
2024-04-15,North,Malaria,60.0,51
2024-04-15,North,COVID,28.0,77
2024-04-15,South,Flu,30.0,64
2024-04-15,South,Malaria,53.0,46
2024-04-15,South,COVID,27.0,74
2024-04-15,East,Flu,38.0,80
2024-04-15,East,Malaria,60.0,99
2024-04-15,East,COVID,35.0,98
2024-04-15,West,Flu,42.0,116
2024-04-15,West,Malaria,75.0,22
2024-04-15,West,COVID,36.0,62
2024-04-15,Central,Flu,28.0,33
2024-04-15,Central,Malaria,63.0,49
2024-04-15,Central,COVID,36.0,100
2024-04-16,North,Flu,39.0,61
2024-04-16,North,Malaria,61.0,99
2024-04-16,North,COVID,33.0,46
2024-04-16,South,Flu,44.0,78
2024-04-16,South,Malaria,67.0,55
2024-04-16,South,COVID,30.0,108
2024-04-16,East,Flu,43.0,82
2024-04-16,East,Malaria,62.0,44
2024-04-16,East,COVID,32.0,57
2024-04-16,West,Flu,34.0,116
2024-04-16,West,Malaria,49.0,100
2024-04-16,West,COVID,22.0,113
2024-04-16,Central,Flu,34.0,40
2024-04-16,Central,Malaria,59.0,93
2024-04-16,Central,COVID,30.0,103
2024-04-17,North,Flu,51.0,92
2024-04-17,North,Malaria,71.0,23
2024-04-17,North,COVID,42.0,66
2024-04-17,South,Flu,49.0,98
2024-04-17,South,Malaria,60.0,38
2024-04-17,South,COVID,21.0,45
2024-04-17,East,Flu,37.0,101
2024-04-17,East,Malaria,68.0,116
2024-04-17,East,COVID,39.0,52
2024-04-17,West,Flu,39.0,22
2024-04-17,West,Malaria,58.0,118
2024-04-17,West,COVID,32.0,119
2024-04-17,Central,Flu,38.0,29
2024-04-17,Central,Malaria,45.0,91
2024-04-17,Central,COVID,34.0,35
2024-04-18,North,Flu,40.0,97
2024-04-18,North,Malaria,61.0,90
2024-04-18,North,COVID,30.0,103
2024-04-18,South,Flu,39.0,31
2024-04-18,South,Malaria,80.0,97
2024-04-18,South,COVID,26.0,45
2024-04-18,East,Flu,40.0,59
2024-04-18,East,Malaria,54.0,67
2024-04-18,East,COVID,31.0,78
2024-04-18,West,Flu,53.0,59
2024-04-18,West,Malaria,62.0,25
2024-04-18,West,COVID,30.0,37
2024-04-18,Central,Flu,37.0,113
2024-04-18,Central,Malaria,56.0,115
2024-04-18,Central,COVID,37.0,46
2024-04-19,North,Flu,48.0,26
2024-04-19,North,Malaria,69.0,83
2024-04-19,North,COVID,36.0,72
2024-04-19,South,Flu,41.0,112
2024-04-19,South,Malaria,55.0,91
2024-04-19,South,COVID,27.0,91
2024-04-19,East,Flu,52.0,33
2024-04-19,East,Malaria,54.0,57
2024-04-19,East,COVID,30.0,60
2024-04-19,West,Flu,47.0,86
2024-04-19,West,Malaria,55.0,31
2024-04-19,West,COVID,19.0,117
2024-04-19,Central,Flu,38.0,23
2024-04-19,Central,Malaria,62.0,31
2024-04-19,Central,COVID,34.0,27
2024-04-20,North,Flu,37.0,76
2024-04-20,North,Malaria,62.0,27
2024-04-20,North,COVID,26.0,119
2024-04-20,South,Flu,34.0,27
2024-04-20,South,Malaria,67.0,33
2024-04-20,South,COVID,35.0,113
2024-04-20,East,Flu,40.0,57
2024-04-20,East,Malaria,56.0,81
2024-04-20,East,COVID,34.0,29
2024-04-20,West,Flu,43.0,89
2024-04-20,West,Malaria,63.0,107
2024-04-20,West,COVID,30.0,111
2024-04-20,Central,Flu,31.0,67
2024-04-20,Central,Malaria,49.0,71
2024-04-20,Central,COVID,29.0,76
2024-04-21,North,Flu,31.0,52
2024-04-21,North,Malaria,69.0,52
2024-04-21,North,COVID,28.0,70
2024-04-21,South,Flu,41.0,107
2024-04-21,South,Malaria,63.0,72
2024-04-21,South,COVID,22.0,30
2024-04-21,East,Flu,48.0,52
2024-04-21,East,Malaria,62.0,87
2024-04-21,East,COVID,36.0,113
2024-04-21,West,Flu,40.0,73
2024-04-21,West,Malaria,51.0,53
2024-04-21,West,COVID,19.0,76
2024-04-21,Central,Flu,41.0,73
2024-04-21,Central,Malaria,54.0,109
2024-04-21,Central,COVID,30.0,95
2024-04-22,North,Flu,50.0,101
2024-04-22,North,Malaria,57.0,21
2024-04-22,North,COVID,37.0,42
2024-04-22,South,Flu,41.0,51
2024-04-22,South,Malaria,51.0,94
2024-04-22,South,COVID,38.0,72
2024-04-22,East,Flu,36.0,26
2024-04-22,East,Malaria,66.0,34
2024-04-22,East,COVID,24.0,84
2024-04-22,West,Flu,34.0,80
2024-04-22,West,Malaria,40.0,110
2024-04-22,West,COVID,36.0,35
2024-04-22,Central,Flu,47.0,44
2024-04-22,Central,Malaria,55.0,28
2024-04-22,Central,COVID,31.0,73
2024-04-23,North,Flu,42.0,117
2024-04-23,North,Malaria,75.0,77
2024-04-23,North,COVID,28.0,87
2024-04-23,South,Flu,42.0,91
2024-04-23,South,Malaria,55.0,73
2024-04-23,South,COVID,26.0,23
2024-04-23,East,Flu,51.0,55
2024-04-23,East,Malaria,67.0,80
2024-04-23,East,COVID,31.0,117
2024-04-23,West,Flu,45.0,60
2024-04-23,West,Malaria,50.0,47
2024-04-23,West,COVID,25.0,88
2024-04-23,Central,Flu,36.0,115
2024-04-23,Central,Malaria,57.0,110
2024-04-23,Central,COVID,37.0,58
2024-04-24,North,Flu,46.0,78
2024-04-24,North,Malaria,58.0,21
2024-04-24,North,COVID,40.0,114
2024-04-24,South,Flu,40.0,67
2024-04-24,South,Malaria,58.0,107
2024-04-24,South,COVID,29.0,76
2024-04-24,East,Flu,39.0,49
2024-04-24,East,Malaria,47.0,68
2024-04-24,East,COVID,22.0,87
2024-04-24,West,Flu,49.0,106
2024-04-24,West,Malaria,51.0,42
2024-04-24,West,COVID,26.0,96
2024-04-24,Central,Flu,43.0,97
2024-04-24,Central,Malaria,50.0,71
2024-04-24,Central,COVID,48.0,63
2024-04-25,North,Flu,29.0,85
2024-04-25,North,Malaria,60.0,88
2024-04-25,North,COVID,29.0,110
2024-04-25,South,Flu,30.0,97
2024-04-25,South,Malaria,52.0,28
2024-04-25,South,COVID,17.0,81
2024-04-25,East,Flu,39.0,57
2024-04-25,East,Malaria,59.0,69
2024-04-25,East,COVID,38.0,68
2024-04-25,West,Flu,40.0,90
2024-04-25,West,Malaria,56.0,99
2024-04-25,West,COVID,44.0,39
2024-04-25,Central,Flu,41.0,24
2024-04-25,Central,Malaria,50.0,89
2024-04-25,Central,COVID,42.0,116
2024-04-26,North,Flu,41.0,86
2024-04-26,North,Malaria,65.0,74
2024-04-26,North,COVID,20.0,117
2024-04-26,South,Flu,53.0,96
2024-04-26,South,Malaria,56.0,85
2024-04-26,South,COVID,41.0,82
2024-04-26,East,Flu,46.0,21
2024-04-26,East,Malaria,59.0,36
2024-04-26,East,COVID,25.0,90
2024-04-26,West,Flu,41.0,64
2024-04-26,West,Malaria,44.0,49
2024-04-26,West,COVID,30.0,92
2024-04-26,Central,Flu,35.0,88
2024-04-26,Central,Malaria,62.0,107
2024-04-26,Central,COVID,36.0,20
2024-04-27,North,Flu,37.0,34
2024-04-27,North,Malaria,60.0,95
2024-04-27,North,COVID,33.0,20
2024-04-27,South,Flu,35.0,115
2024-04-27,South,Malaria,63.0,37
2024-04-27,South,COVID,36.0,111
2024-04-27,East,Flu,48.0,112
2024-04-27,East,Malaria,54.0,114
2024-04-27,East,COVID,34.0,37
2024-04-27,West,Flu,32.0,28
2024-04-27,West,Malaria,70.0,70
2024-04-27,West,COVID,43.0,111
2024-04-27,Central,Flu,44.0,83
2024-04-27,Central,Malaria,59.0,97
2024-04-27,Central,COVID,33.0,39
2024-04-28,North,Flu,35.0,98
2024-04-28,North,Malaria,57.0,76
2024-04-28,North,COVID,34.0,31
2024-04-28,South,Flu,40.0,98
2024-04-28,South,Malaria,54.0,114
2024-04-28,South,COVID,37.0,53
2024-04-28,East,Flu,28.0,77
2024-04-28,East,Malaria,55.0,34
2024-04-28,East,COVID,29.0,105
2024-04-28,West,Flu,43.0,95
2024-04-28,West,Malaria,60.0,32
2024-04-28,West,COVID,31.0,107
2024-04-28,Central,Flu,35.0,88
2024-04-28,Central,Malaria,65.0,96
2024-04-28,Central,COVID,28.0,23
2024-04-29,North,Flu,48.0,87
2024-04-29,North,Malaria,54.0,73
2024-04-29,North,COVID,28.0,108
2024-04-29,South,Flu,47.0,36
2024-04-29,South,Malaria,52.0,100
2024-04-29,South,COVID,33.0,71
2024-04-29,East,Flu,34.0,109
2024-04-29,East,Malaria,59.0,86
2024-04-29,East,COVID,26.0,107
2024-04-29,West,Flu,50.0,32
2024-04-29,West,Malaria,53.0,31
2024-04-29,West,COVID,30.0,76
2024-04-29,Central,Flu,45.0,64
2024-04-29,Central,Malaria,60.0,75
2024-04-29,Central,COVID,31.0,86
2024-04-30,North,Flu,26.0,90
2024-04-30,North,Malaria,55.0,82
2024-04-30,North,COVID,30.0,69
2024-04-30,South,Flu,39.0,58
2024-04-30,South,Malaria,74.0,42
2024-04-30,South,COVID,22.0,21
2024-04-30,East,Flu,50.0,98
2024-04-30,East,Malaria,63.0,56
2024-04-30,East,COVID,35.0,24
2024-04-30,West,Flu,29.0,114
2024-04-30,West,Malaria,55.0,67
2024-04-30,West,COVID,22.0,117
2024-04-30,Central,Flu,49.0,60
2024-04-30,Central,Malaria,58.0,39
2024-04-30,Central,COVID,32.0,77
2024-05-01,North,Flu,42.0,26
2024-05-01,North,Malaria,50.0,57
2024-05-01,North,COVID,28.0,72
2024-05-01,South,Flu,47.0,114
2024-05-01,South,Malaria,62.0,73
2024-05-01,South,COVID,32.0,23
2024-05-01,East,Flu,39.0,48
2024-05-01,East,Malaria,74.0,77
2024-05-01,East,COVID,20.0,58
2024-05-01,West,Flu,28.0,101
2024-05-01,West,Malaria,71.0,54
2024-05-01,West,COVID,39.0,86
2024-05-01,Central,Flu,34.0,83
2024-05-01,Central,Malaria,68.0,53
2024-05-01,Central,COVID,29.0,29
2024-05-02,North,Flu,36.0,104
2024-05-02,North,Malaria,57.0,109
2024-05-02,North,COVID,33.0,45
2024-05-02,South,Flu,36.0,35
2024-05-02,South,Malaria,59.0,40
2024-05-02,South,COVID,37.0,109
2024-05-02,East,Flu,35.0,65
2024-05-02,East,Malaria,75.0,116
2024-05-02,East,COVID,31.0,40
2024-05-02,West,Flu,35.0,104
2024-05-02,West,Malaria,66.0,77
2024-05-02,West,COVID,32.0,112
2024-05-02,Central,Flu,41.0,45
2024-05-02,Central,Malaria,66.0,55
2024-05-02,Central,COVID,24.0,105
2024-05-03,North,Flu,54.0,112
2024-05-03,North,Malaria,62.0,116
2024-05-03,North,COVID,31.0,110
2024-05-03,South,Flu,36.0,70
2024-05-03,South,Malaria,54.0,91
2024-05-03,South,COVID,34.0,26
2024-05-03,East,Flu,44.0,77
2024-05-03,East,Malaria,50.0,46
2024-05-03,East,COVID,44.0,71
2024-05-03,West,Flu,37.0,25
2024-05-03,West,Malaria,62.0,85
2024-05-03,West,COVID,20.0,21
2024-05-03,Central,Flu,27.0,43
2024-05-03,Central,Malaria,55.0,100
2024-05-03,Central,COVID,29.0,113
2024-05-04,North,Flu,34.0,74
2024-05-04,North,Malaria,52.0,64
2024-05-04,North,COVID,39.0,93
2024-05-04,South,Flu,45.0,99
2024-05-04,South,Malaria,53.0,73
2024-05-04,South,COVID,38.0,117
2024-05-04,East,Flu,42.0,87
2024-05-04,East,Malaria,59.0,29
2024-05-04,East,COVID,39.0,90
2024-05-04,West,Flu,30.0,90
2024-05-04,West,Malaria,53.0,55
2024-05-04,West,COVID,24.0,79
2024-05-04,Central,Flu,33.0,73
2024-05-04,Central,Malaria,56.0,99
2024-05-04,Central,COVID,29.0,70
2024-05-05,North,Flu,32.0,72
2024-05-05,North,Malaria,61.0,71
2024-05-05,North,COVID,36.0,60
2024-05-05,South,Flu,37.0,119
2024-05-05,South,Malaria,64.0,58
2024-05-05,South,COVID,22.0,36
2024-05-05,East,Flu,49.0,92
2024-05-05,East,Malaria,58.0,21
2024-05-05,East,COVID,33.0,78
2024-05-05,West,Flu,44.0,77
2024-05-05,West,Malaria,54.0,60
2024-05-05,West,COVID,28.0,26
2024-05-05,Central,Flu,34.0,24
2024-05-05,Central,Malaria,76.0,64
2024-05-05,Central,COVID,25.0,119
2024-05-06,North,Flu,28.0,76
2024-05-06,North,Malaria,56.0,61
2024-05-06,North,COVID,32.0,63
2024-05-06,South,Flu,49.0,22
2024-05-06,South,Malaria,58.0,83
2024-05-06,South,COVID,39.0,108
2024-05-06,East,Flu,46.0,97
2024-05-06,East,Malaria,64.0,27
2024-05-06,East,COVID,30.0,88
2024-05-06,West,Flu,33.0,49
2024-05-06,West,Malaria,53.0,109
2024-05-06,West,COVID,28.0,45
2024-05-06,Central,Flu,38.0,87
2024-05-06,Central,Malaria,58.0,63
2024-05-06,Central,COVID,23.0,21
2024-05-07,North,Flu,28.0,83
2024-05-07,North,Malaria,65.0,115
2024-05-07,North,COVID,30.0,77
2024-05-07,South,Flu,28.0,75
2024-05-07,South,Malaria,52.0,49
2024-05-07,South,COVID,20.0,74
2024-05-07,East,Flu,36.0,76
2024-05-07,East,Malaria,68.0,62
2024-05-07,East,COVID,28.0,95
2024-05-07,West,Flu,38.0,117
2024-05-07,West,Malaria,58.0,71
2024-05-07,West,COVID,25.0,49
2024-05-07,Central,Flu,40.0,92
2024-05-07,Central,Malaria,52.0,38
2024-05-07,Central,COVID,28.0,91
2024-05-08,North,Flu,42.0,102
2024-05-08,North,Malaria,60.0,58
2024-05-08,North,COVID,34.0,102
2024-05-08,South,Flu,38.0,91
2024-05-08,South,Malaria,54.0,88
2024-05-08,South,COVID,31.0,98
2024-05-08,East,Flu,48.0,42
2024-05-08,East,Malaria,65.0,67
2024-05-08,East,COVID,30.0,25
2024-05-08,West,Flu,46.0,107
2024-05-08,West,Malaria,62.0,111
2024-05-08,West,COVID,24.0,48
2024-05-08,Central,Flu,35.0,25
2024-05-08,Central,Malaria,60.0,33
2024-05-08,Central,COVID,31.0,90
2024-05-09,North,Flu,39.0,74
2024-05-09,North,Malaria,53.0,21
2024-05-09,North,COVID,40.0,22
2024-05-09,South,Flu,43.0,38
2024-05-09,South,Malaria,52.0,30
2024-05-09,South,COVID,26.0,20
2024-05-09,East,Flu,43.0,101
2024-05-09,East,Malaria,48.0,56
2024-05-09,East,COVID,28.0,77
2024-05-09,West,Flu,34.0,34
2024-05-09,West,Malaria,58.0,62
2024-05-09,West,COVID,28.0,51
2024-05-09,Central,Flu,37.0,106
2024-05-09,Central,Malaria,58.0,97
2024-05-09,Central,COVID,34.0,72
2024-05-10,North,Flu,42.0,28
2024-05-10,North,Malaria,63.0,84
2024-05-10,North,COVID,28.0,89
2024-05-10,South,Flu,40.0,47
2024-05-10,South,Malaria,68.0,65
2024-05-10,South,COVID,18.0,107
2024-05-10,East,Flu,57.0,65
2024-05-10,East,Malaria,41.0,21
2024-05-10,East,COVID,33.0,21
2024-05-10,West,Flu,43.0,24
2024-05-10,West,Malaria,65.0,39
2024-05-10,West,COVID,33.0,51
2024-05-10,Central,Flu,34.0,86
2024-05-10,Central,Malaria,63.0,32
2024-05-10,Central,COVID,25.0,76
2024-05-11,North,Flu,28.0,96
2024-05-11,North,Malaria,37.0,72
2024-05-11,North,COVID,40.0,52
2024-05-11,South,Flu,32.0,35
2024-05-11,South,Malaria,47.0,58
2024-05-11,South,COVID,35.0,63
2024-05-11,East,Flu,32.0,69
2024-05-11,East,Malaria,63.0,34
2024-05-11,East,COVID,25.0,105
2024-05-11,West,Flu,36.0,101
2024-05-11,West,Malaria,50.0,109
2024-05-11,West,COVID,17.0,118
2024-05-11,Central,Flu,33.0,42
2024-05-11,Central,Malaria,69.0,52
2024-05-11,Central,COVID,30.0,33
2024-05-12,North,Flu,40.0,72
2024-05-12,North,Malaria,60.0,42
2024-05-12,North,COVID,27.0,37
2024-05-12,South,Flu,50.0,53
2024-05-12,South,Malaria,56.0,93
2024-05-12,South,COVID,35.0,35
2024-05-12,East,Flu,33.0,99
2024-05-12,East,Malaria,64.0,35
2024-05-12,East,COVID,31.0,40
2024-05-12,West,Flu,58.0,36
2024-05-12,West,Malaria,52.0,46
2024-05-12,West,COVID,34.0,111
2024-05-12,Central,Flu,43.0,103
2024-05-12,Central,Malaria,67.0,20
2024-05-12,Central,COVID,31.0,33
2024-05-13,North,Flu,43.0,50
2024-05-13,North,Malaria,56.0,115
2024-05-13,North,COVID,24.0,77
2024-05-13,South,Flu,51.0,37
2024-05-13,South,Malaria,73.0,118
2024-05-13,South,COVID,33.0,72
2024-05-13,East,Flu,31.0,30
2024-05-13,East,Malaria,60.0,31
2024-05-13,East,COVID,31.0,56
2024-05-13,West,Flu,45.0,45
2024-05-13,West,Malaria,56.0,23
2024-05-13,West,COVID,33.0,78
2024-05-13,Central,Flu,46.0,85
2024-05-13,Central,Malaria,49.0,37
2024-05-13,Central,COVID,24.0,93
2024-05-14,North,Flu,41.0,72
2024-05-14,North,Malaria,65.0,94
2024-05-14,North,COVID,34.0,105
2024-05-14,South,Flu,40.0,115
2024-05-14,South,Malaria,54.0,23
2024-05-14,South,COVID,19.0,54
2024-05-14,East,Flu,27.0,116
2024-05-14,East,Malaria,59.0,100
2024-05-14,East,COVID,36.0,105
2024-05-14,West,Flu,41.0,34
2024-05-14,West,Malaria,62.0,26
2024-05-14,West,COVID,22.0,49
2024-05-14,Central,Flu,46.0,107
2024-05-14,Central,Malaria,50.0,43
2024-05-14,Central,COVID,32.0,104
2024-05-15,North,Flu,51.0,54
2024-05-15,North,Malaria,60.0,111
2024-05-15,North,COVID,18.0,72
2024-05-15,South,Flu,38.0,24
2024-05-15,South,Malaria,48.0,91
2024-05-15,South,COVID,28.0,76
2024-05-15,East,Flu,46.0,59
2024-05-15,East,Malaria,52.0,111
2024-05-15,East,COVID,17.0,23
2024-05-15,West,Flu,28.0,44
2024-05-15,West,Malaria,62.0,86
2024-05-15,West,COVID,30.0,39
2024-05-15,Central,Flu,33.0,86
2024-05-15,Central,Malaria,57.0,90
2024-05-15,Central,COVID,21.0,77
2024-05-16,North,Flu,40.0,60
2024-05-16,North,Malaria,51.0,97
2024-05-16,North,COVID,21.0,98
2024-05-16,South,Flu,37.0,82
2024-05-16,South,Malaria,57.0,47
2024-05-16,South,COVID,33.0,52
2024-05-16,East,Flu,49.0,41
2024-05-16,East,Malaria,69.0,73
2024-05-16,East,COVID,37.0,112
2024-05-16,West,Flu,53.0,21
2024-05-16,West,Malaria,59.0,74
2024-05-16,West,COVID,35.0,116
2024-05-16,Central,Flu,47.0,38
2024-05-16,Central,Malaria,60.0,52
2024-05-16,Central,COVID,29.0,36
2024-05-17,North,Flu,39.0,117
2024-05-17,North,Malaria,55.0,90
2024-05-17,North,COVID,33.0,81
2024-05-17,South,Flu,29.0,65
2024-05-17,South,Malaria,51.0,56
2024-05-17,South,COVID,28.0,115
2024-05-17,East,Flu,42.0,52
2024-05-17,East,Malaria,60.0,99
2024-05-17,East,COVID,27.0,112
2024-05-17,West,Flu,41.0,88
2024-05-17,West,Malaria,60.0,76
2024-05-17,West,COVID,29.0,92
2024-05-17,Central,Flu,54.0,31
2024-05-17,Central,Malaria,70.0,108
2024-05-17,Central,COVID,34.0,58
2024-05-18,North,Flu,38.0,75
2024-05-18,North,Malaria,51.0,23
2024-05-18,North,COVID,38.0,54
2024-05-18,South,Flu,43.0,106
2024-05-18,South,Malaria,58.0,41
2024-05-18,South,COVID,29.0,77
2024-05-18,East,Flu,44.0,31
2024-05-18,East,Malaria,67.0,109
2024-05-18,East,COVID,31.0,96
2024-05-18,West,Flu,43.0,43
2024-05-18,West,Malaria,72.0,50
2024-05-18,West,COVID,29.0,46
2024-05-18,Central,Flu,42.0,52
2024-05-18,Central,Malaria,68.0,92
2024-05-18,Central,COVID,24.0,33
2024-05-19,North,Flu,34.0,104
2024-05-19,North,Malaria,62.0,73
2024-05-19,North,COVID,32.0,108
2024-05-19,South,Flu,43.0,90
2024-05-19,South,Malaria,63.0,58
2024-05-19,South,COVID,26.0,27
2024-05-19,East,Flu,38.0,100
2024-05-19,East,Malaria,60.0,42
2024-05-19,East,COVID,39.0,83
2024-05-19,West,Flu,49.0,39
2024-05-19,West,Malaria,60.0,57
2024-05-19,West,COVID,30.0,109
2024-05-19,Central,Flu,34.0,36
2024-05-19,Central,Malaria,50.0,67
2024-05-19,Central,COVID,28.0,37
2024-05-20,North,Flu,46.0,62
2024-05-20,North,Malaria,50.0,73
2024-05-20,North,COVID,22.0,35
2024-05-20,South,Flu,45.0,109
2024-05-20,South,Malaria,52.0,29
2024-05-20,South,COVID,38.0,111
2024-05-20,East,Flu,42.0,42
2024-05-20,East,Malaria,49.0,99
2024-05-20,East,COVID,33.0,27
2024-05-20,West,Flu,44.0,58
2024-05-20,West,Malaria,63.0,73
2024-05-20,West,COVID,32.0,81
2024-05-20,Central,Flu,40.0,108
2024-05-20,Central,Malaria,65.0,103
2024-05-20,Central,COVID,27.0,49
2024-05-21,North,Flu,54.0,103
2024-05-21,North,Malaria,65.0,110
2024-05-21,North,COVID,35.0,29
2024-05-21,South,Flu,39.0,81
2024-05-21,South,Malaria,63.0,36
2024-05-21,South,COVID,22.0,104
2024-05-21,East,Flu,44.0,72
2024-05-21,East,Malaria,63.0,25
2024-05-21,East,COVID,22.0,71
2024-05-21,West,Flu,38.0,68
2024-05-21,West,Malaria,55.0,90
2024-05-21,West,COVID,28.0,55
2024-05-21,Central,Flu,39.0,74
2024-05-21,Central,Malaria,67.0,116
2024-05-21,Central,COVID,26.0,32
2024-05-22,North,Flu,48.0,58
2024-05-22,North,Malaria,53.0,53
2024-05-22,North,COVID,35.0,81
2024-05-22,South,Flu,47.0,34
2024-05-22,South,Malaria,61.0,87
2024-05-22,South,COVID,25.0,35
2024-05-22,East,Flu,43.0,40
2024-05-22,East,Malaria,57.0,85
2024-05-22,East,COVID,25.0,89
2024-05-22,West,Flu,35.0,48
2024-05-22,West,Malaria,61.0,49
2024-05-22,West,COVID,30.0,84
2024-05-22,Central,Flu,40.0,111
2024-05-22,Central,Malaria,66.0,103
2024-05-22,Central,COVID,26.0,97
